Q_no,Chakra_Name_kn,Chakra_Name_te,Chakra_Name_en,Chakra_Name_sa,karaka_no,karaka_name_kn,karaka_name_te,karaka_name_en,karaka_name_sa,chakra_result_kn,chakra_result_te,chakra_result_en,chakra_result_sa
5,ಗಂಗಾಪ್ರಾಪ್ತಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,గంగాప్రాప్తి పరీక్షా చక్రం  ,Ganga Attainment Examination Chakra  ,गङ्गाप्राप्ति परीक्षा चक्रम्  ,7,ಜಾಂಬವಂತ,జాంబవంతుడు,Jambavanta,जांबवंत,ನಿನಗೆ ಗಂಗಾನದಿಗೆ ಪೂರ್ವದಿಕ್ಕಿನಲ್ಲಿ ಮರಣವಾಗುವುದು,నీవు గంగ సమీపంలో మరణం పొందుతావు.,You may attain death near Ganga.,गङ्गासमीपे मरणं भवेत्।
5,ಗಂಗಾಪ್ರಾಪ್ತಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,గంగాప్రాప్తి పరీక్షా చక్రం  ,Ganga Attainment Examination Chakra  ,गङ्गाप्राप्ति परीक्षा चक्रम्  ,2,ವಾಲಿ,వాలి,Wally,वालि,ನೀನು ಮರಣಿಸಿದನಂತರ ನಿನ್ನ ಶರೀರಕ್ಕೆ ಗಂಗಾಪ್ರಾಪ್ತಿಯಾಗುವುದು,నీవు మరణించిన తరువాత నీ శరీరానికి గంగ ప్రాప్తి కలుగుతుంది.,After death; your body will reach Ganga.,मरणानन्तरं गङ्गाप्राप्तिः भवेत्।
5,ಗಂಗಾಪ್ರಾಪ್ತಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,గంగాప్రాప్తి పరీక్షా చక్రం  ,Ganga Attainment Examination Chakra  ,गङ्गाप्राप्ति परीक्षा चक्रम्  ,9,ಹನುಮ,హనుమ,Hanuman,हनुम,ನಿನಗೆ ಗಂಗಾಪ್ರಾಪ್ತಿಯಾಗುವುದು,నీవు గంగ ప్రాప్తిని పొందుతావు.,You will attain Ganga.,गङ्गाप्राप्तिः भवेत्।
5,ಗಂಗಾಪ್ರಾಪ್ತಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,గంగాప్రాప్తి పరీక్షా చక్రం  ,Ganga Attainment Examination Chakra  ,गङ्गाप्राप्ति परीक्षा चक्रम्  ,4,ನೀಲ,నీల,blue,नील,ನಿನಗೆ ಪ್ರಯಾಣದ ಸಮಯದಲ್ಲಿ ಗಂಗಾಪ್ರಾಪ್ತಿಯಾಗುವುದು.,నీవు ప్రయాణ సమయంలో గంగ ప్రాప్తి పొందుతావు.,You will attain Ganga during travel.,यात्राकाले गङ्गाप्राप्तिः भवेत्।
5,ಗಂಗಾಪ್ರಾಪ್ತಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,గంగాప్రాప్తి పరీక్షా చక్రం  ,Ganga Attainment Examination Chakra  ,गङ्गाप्राप्ति परीक्षा चक्रम्  ,1,ನಲ,నల,Nala,नल,ನಿನಗೆ ಜ್ಞಾನಸಿದ್ಧಿಯಿಂದ ಕೂಡಿದ ಗಂಗಾಪ್ರಾಪ್ತಿಯಾಗುವುದು,నీవు జ్ఞాన సిద్ధితో గంగ ప్రాప్తి పొందుతావు.,You will attain Ganga through spiritual realization.,ज्ञानसिद्ध्या गङ्गाप्राप्तिः भवेत्।
5,ಗಂಗಾಪ್ರಾಪ್ತಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,గంగాప్రాప్తి పరీక్షా చక్రం  ,Ganga Attainment Examination Chakra  ,गङ्गाप्राप्ति परीक्षा चक्रम्  ,5,ವಿಭೀಷಣ,విభీషణుడు,Bhishana,विभीषण,ನಿನಗೆ ನಿಶ್ಚಿತವಾಗಿ ಗಂಗಾ ಪ್ರಾಪ್ತಿಯಾಗುವುದು,నీవు నిశ్చయంగా గంగ ప్రాప్తిని పొందుతావు.,You will certainly attain Ganga.,निश्चितं गङ्गाप्राप्तिः भवेत्।
5,ಗಂಗಾಪ್ರಾಪ್ತಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,గంగాప్రాప్తి పరీక్షా చక్రం  ,Ganga Attainment Examination Chakra  ,गङ्गाप्राप्ति परीक्षा चक्रम्  ,3,ಸುಗ್ರೀವ,సుగ్రీవ,Sugriva,सुग्रीव,ನಿನ್ನ ಕಾಶಿ ಗಮನವಿಷಯದಲ್ಲಿ ಸಂದೇಹವು ಸೂಚಿಸುತ್ತಿದೆ,నీ కాశీ ప్రయాణ విషయములో సందేహం ఉంది.,There is doubt regarding your Kashi journey.,काशीयात्राविषये संशयः अस्ति।
6,ಮೃತ್ಯು ಪರೀಕ್ಷಾ ಚಕ್ರ,మృత్యు పరీక్షా చక్రం  ,Death Examination Chakra  ,मृत्यु परीक्षा चक्रम्  ,7,ಬಲರಾಮ,బలరాముడు,Balarama,बलराम,ನಿನಗೆ ನಿಶ್ಚಿತವಾಗಿ ಶೀಘ್ರದಲ್ಲಿ ಮರಣವು ಸಂಭವಿಸುತ್ತದೆ,నీవు త్వరలోనే మృత్యువును పొందుతావు.,Death will occur soon.,शीघ्रं मरणं सम्भवति।
6,ಮೃತ್ಯು ಪರೀಕ್ಷಾ ಚಕ್ರ,మృత్యు పరీక్షా చక్రం  ,Death Examination Chakra  ,मृत्यु परीक्षा चक्रम्  ,5,ಶ್ರೀಕೃಷ್ಣ,శ్రీకృష్ణ,Lord Krishna,श्रीकृष्ण,ಈಗ ಮೃತ್ಯುವು ಇಲ್ಲ. ಅದು ಬಹಳಾ ದೂರದಲ್ಲಿದೆ,ఇప్పుడు మృత్యువు లేదు. అది చాలా దూరంలో ఉంది.,There is no immediate death. It is far away.,इदानीं मरणं नास्ति। दूरस्थम् अस्ति।
6,ಮೃತ್ಯು ಪರೀಕ್ಷಾ ಚಕ್ರ,మృత్యు పరీక్షా చక్రం  ,Death Examination Chakra  ,मृत्यु परीक्षा चक्रम्  ,9,ಆನಿರುದ್ದ,అనిరుద్ద,Anirudda,आनिरुद्द,ಸಾಹಿತ್ಯದಲ್ಲಿ ಪ್ರವೇಶಿಸು. ವೊಳ್ಳೆಯದು ಆಗುತ್ತದೆ,సాహిత్యంలో ప్రవేశించు. శుభం జరుగుతుంది.,Enter into literature. It will bring good results.,साहित्यक्षेत्रे प्रविश। शुभं भवेत्।
6,ಮೃತ್ಯು ಪರೀಕ್ಷಾ ಚಕ್ರ,మృత్యు పరీక్షా చక్రం  ,Death Examination Chakra  ,मृत्यु परीक्षा चक्रम्  ,6,ಪ್ರಧ್ಯುಮ್ನ,ప్రద్యుమ్న,Pradyumna,प्रध्युम्न,ನಿನಗೆ ಮೃತ್ಯುವು ಸಮೀಪವಾಗಿದೆ. ಭಗವಂತನನ್ನು ಸೇವಿಸು.,నీవు మృత్యువుకు సమీపంలో ఉన్నావు. భగవంతుని సేవించు.,Death is near. Worship the Divine.,मरणं समीपम् अस्ति। भगवन्तं सेवस्व।
6,ಮೃತ್ಯು ಪರೀಕ್ಷಾ ಚಕ್ರ,మృత్యు పరీక్షా చక్రం  ,Death Examination Chakra  ,मृत्यु परीक्षा चक्रम्  ,10,ಕಾಮದೇವ,కామదేవ,Kamadeva,कामदेव,ನಿನಗೆ ಮರಣಬಾದೆ ಸಂಬವಿಸಿದೆ. ಚಿಂತಿಸಬೇಡ. ಸ್ವಲ್ಫ ದಾನಾದಿ ಪುಣ್ಯಕಾರ್ಯಗಳನ್ನು ಮಾಡು,నీవు మృత్యు బాధను అనుభవిస్తున్నావు. చింతించవద్దు. కొంత దానం చేయు.,You are experiencing suffering related to death. Do not worry. Perform charity.,मरणदुःखम् अनुभवसि। मा चिन्तय। दानं कुरु।
6,ಮೃತ್ಯು ಪರೀಕ್ಷಾ ಚಕ್ರ,మృత్యు పరీక్షా చక్రం  ,Death Examination Chakra  ,मृत्यु परीक्षा चक्रम्  ,2,ಮಹಾದೇವ,మహాదేవ,Mahadeva,महादेव,ನಿನಗೆ ಮೃತ್ಯುವು ಈಗ ಇಲ್ಲ. ಸುಖವಾಗಿರು,ఇప్పుడు నీకు మృత్యువు లేదు. సుఖంగా ఉండు.,There is no death now. Live happily.,इदानीं मरणं नास्ति। सुखेन वस।
6,ಮೃತ್ಯು ಪರೀಕ್ಷಾ ಚಕ್ರ,మృత్యు పరీక్షా చక్రం  ,Death Examination Chakra  ,मृत्यु परीक्षा चक्रम्  ,8,ಮಹಾದೇವ,మహాదేవ,Mahadeva,महादेव,ನಿನ್ನ ನಿರ್ಭಂದ (ಕಾರಾಗಾರವಾಸ) ರದ್ದು ಆಗುತ್ತದೆ. ಆದರೆ ಸ್ವಲ್ಫ ದ್ರವ್ಯವು ವೆಚ್ಚವಾಗುತ್ತದೆ,నీ బంధనం (జైలు) తొలగుతుంది. కానీ కొంత ధనం ఖర్చవుతుంది.,Your imprisonment will be removed; but some expense will occur.,बन्धनं निवर्तते। स्वल्पव्ययः भवेत्।
6,ಮೃತ್ಯು ಪರೀಕ್ಷಾ ಚಕ್ರ,మృత్యు పరీక్షా చక్రం  ,Death Examination Chakra  ,मृत्यु परीक्षा चक्रम्  ,3,ಗಣೇಷ,గణేష,Ganesha,गणेष,ನಿನಗೆ ಈಗ ಮರಣವಿಲ್ಲ. ಸ್ವಲ್ಪ್ಜ ಆಲಸ್ಯವಾಗುತ್ತದೆ,ఇప్పుడు నీకు మృత్యువు లేదు. కొంత ఆలస్యం మాత్రమే.,There is no death now. Only delay is indicated.,इदानीं मरणं नास्ति। विलम्बः केवलम्।
6,ಮೃತ್ಯು ಪರೀಕ್ಷಾ ಚಕ್ರ,మృత్యు పరీక్షా చక్రం  ,Death Examination Chakra  ,मृत्यु परीक्षा चक्रम्  ,4,ಕಾರ್ತಿಕೇಯ,కార్తికేయ,Karthikeya,कार्तिकेय,ನಿನಗೆ ಮೃತ್ಯುವು ಹತ್ತರದಲ್ಲಿದೆ. ಆಲಸ್ಯವಾಗಿ ಮರಣವಾಗುತ್ತದೆ,నీకు మృత్యువు సమీపంలో ఉంది. ఆలస్యంగా జరుగుతుంది.,Death is near; but will occur after some delay.,मरणं समीपम् अस्ति। विलम्बेन भवेत्।
6,ಮೃತ್ಯು ಪರೀಕ್ಷಾ ಚಕ್ರ,మృత్యు పరీక్షా చక్రం  ,Death Examination Chakra  ,मृत्यु परीक्षा चक्रम्  ,1,ಗರುಡ,గరుడ,Garuda,गरुड,ನಿನಗೆ ಮರಣ ಸಮಯವು ಹತ್ತರಬಂದಿದೆ. ಖಂಡಿತವಾಗಿ ಮರಣವಾಗುವುದು,నీ మృత్యు సమయం సమీపించింది. ఖచ్చితంగా జరుగుతుంది.,The time of death has approached. It will certainly occur.,मरणकालः समीपः। निश्चितं भवेत्।
7,ದೇವೇಷ್ಟ ಪರೀಕ್ಷಾ ಚಕ್ರ,దేవేష్ట పరీక్షా చక్రం  ,Deity Worship Examination Chakra  ,देवेष्ट परीक्षा चक्रम्  ,10,ಬಲರಾಮ,బలరాముడు,Balarama,बलराम,ನೀನು ಸಾಲಗ್ರಾಮ ಭಗವಂತನನ್ನು ಪೂಜೆಮಾಡಲಿಚ್ಚೆಪಡುತ್ತಿದ್ದಿಯ. ಮಾಡುವುದು ಉತ್ತಮ,నీవు శాలగ్రామ భగవంతుని పూజ చేయాలని కోరుకుంటున్నావు. చేయడం మంచిది.,You wish to worship Salagrama. It is good to do so.,शालग्रामपूजां कर्तुम् इच्छसि। उत्तमम्।
7,ದೇವೇಷ್ಟ ಪರೀಕ್ಷಾ ಚಕ್ರ,దేవేష్ట పరీక్షా చక్రం  ,Deity Worship Examination Chakra  ,देवेष्ट परीक्षा चक्रम्  ,6,ಶ್ರೀಕೃಷ್ಣ,శ్రీకృష్ణ,Lord Krishna,श्रीकृष्ण,ನೀನು ವಿಷ್ಣುಸೇವೆಯನ್ನು ಮಾಡುವುದಕ್ಕೆ ಇಚ್ಚೆಪಡುತ್ತಿದ್ದಿಯ. ಮಾಡುವುದು ಉತ್ತಮ,నీవు విష్ణు సేవ చేయాలని కోరుకుంటున్నావు. చేయడం ఉత్తమం.,You wish to serve Lord Vishnu. It is auspicious.,विष्णोः सेवां कर्तुम् इच्छसि। उत्तमम्।
7,ದೇವೇಷ್ಟ ಪರೀಕ್ಷಾ ಚಕ್ರ,దేవేష్ట పరీక్షా చక్రం  ,Deity Worship Examination Chakra  ,देवेष्ट परीक्षा चक्रम्  ,7,ಆನಿರುದ್ದ,అనిరుద్ద,Anirudda,आनिरुद्द,ನಿನ್ನ ಇಷ್ಟದೇವತೆಯನ್ನು ಸೇವಿಸಿದರೆ ನಿನ್ನ ಬಯಕೆಯು ಈಡೇರುತ್ತದೆ,నీ ఇష్టదేవతను సేవిస్తే నీ కోరిక నెరవేరుతుంది.,If you worship your chosen deity; your desire will be fulfilled.,इष्टदेवतासेवनात् कामना सिद्ध्यति।
